area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
13179,1990,27,State Government,All Industries,0,0,0,0
13179,1990,27,Local Government,All Industries,0,0,0,0
13179,1990,27,Private,All Industries,470,4754,70169394,14760
13191,1990,26,Total Covered,All Industries,171,1801,24081872,13371
13191,1990,27,Federal Government,All Industries,7,29,637468,21981
13191,1990,27,State Government,All Industries,8,134,2788910,20812
13191,1990,27,Local Government,All Industries,5,408,5843472,14322
13191,1990,27,Private,All Industries,151,1230,14812022,12042
13305,1990,26,Total Covered,All Industries,442,7797,152440627,19551
13305,1990,27,Federal Government,All Industries,7,246,8224504,33432
13305,1990,27,State Government,All Industries,10,583,12602751,21617
13305,1990,27,Local Government,All Industries,9,1316,22085185,16782
13305,1990,27,Private,All Industries,416,5651,109528187,19382
15001,1990,26,Total Covered,All Industries,3316,48579,965842943,19881
15001,1990,27,Federal Government,All Industries,17,795,22596147,28422
15001,1990,27,State Government,All Industries,27,5611,149164576,26584
15001,1990,27,Local Government,All Industries,25,1966,51188897,26037
15001,1990,27,Private,All Industries,3246,40207,742893323,18476
15003,1990,26,Total Covered,All Industries,19331,407359,9798495654,24053
15003,1990,27,Federal Government,All Industries,64,32328,944850994,29227
15003,1990,27,State Government,All Industries,32,40007,1010757391,25264
15003,1990,27,Local Government,All Industries,27,10004,287274328,28715
15003,1990,27,Private,All Industries,19207,325020,7555612941,23246
15007,1990,26,Total Covered,All Industries,1543,24916,487921019,19582
15007,1990,27,Federal Government,All Industries,16,356,10199185,28649
15007,1990,27,State Government,All Industries,27,2110,54971753,26052
15007,1990,27,Local Government,All Industries,0,0,0,0
15007,1990,27,Private,All Industries,1482,21552,397546377,18445
15009,1990,26,Total Covered,All Industries,3111,51199,1078016734,21055
15009,1990,27,Federal Government,All Industries,24,440,13030912,29615
15009,1990,27,State Government,All Industries,58,3812,100059060,26248
15009,1990,27,Local Government,All Industries,44,1522,42863808,28162
15009,1990,27,Private,All Industries,2985,45424,922062954,20299
17031,1990,26,Total Covered,All Industries,109073,2587390,71869596523,27776
17031,1990,27,Federal Government,All Industries,194,55930,1834418347,32798
17031,1990,27,State Government,All Industries,17,22898,643997042,28124
17031,1990,27,Local Government,All Industries,592,227361,6236917106,27431
17031,1990,27,Private,All Industries,108269,2281200,63154264028,27684
17097,1990,26,Total Covered,All Industries,11491,216572,5800283820,26782
17097,1990,27,Federal Government,All Industries,55,8695,244087889,28072
17097,1990,27,State Government,All Industries,0,0,0,0
17097,1990,27,Local Government,All Industries,176,21614,505042088,23366
17097,1990,27,Private,All Industries,11259,185469,5034065754,27142
18089,1990,26,Total Covered,All Industries,8891,193582,4586490337,23692
18089,1990,27,Federal Government,All Industries,13,1668,54293283,32549
18089,1990,27,State Government,All Industries,28,2691,58095717,21588
18089,1990,27,Local Government,All Industries,63,19975,414257611,20738
18089,1990,27,Private,All Industries,8787,169248,4059843726,23987
18091,1990,26,Total Covered,All Industries,2266,43233,855166120,19780
18091,1990,27,Federal Government,All Industries,6,257,7189774,27975
18091,1990,27,State Government,All Industries,28,2454,55256263,22516
18091,1990,27,Local Government,All Industries,30,3703,76668041,20704
18091,1990,27,Private,All Industries,2202,36819,716052042,19447
18127,1990,26,Total Covered,All Industries,2342,45008,1048395202,23293
18127,1990,27,Federal Government,All Industries,6,375,9885690,26361
18127,1990,27,State Government,All Industries,23,349,6956597,19932
18127,1990,27,Local Government,All Industries,36,6073,127103556,20929
18127,1990,27,Private,All Industries,2277,38211,904449359,23669
22005,1990,26,Total Covered,All Industries,1036,20772,511205734,24610
22005,1990,27,Federal Government,All Industries,13,118,2766667,23446
22005,1990,27,State Government,All Industries,16,219,3586263,16375
22005,1990,27,Local Government,All Industries,45,2364,37132822,15707
22005,1990,27,Private,All Industries,962,18071,467719982,25882
22007,1990,26,Total Covered,All Industries,285,4901,90400290,18445
22007,1990,27,Federal Government,All Industries,10,38,852811,22442
22007,1990,27,State Government,All Industries,12,64,1199249,18738
22007,1990,27,Local Government,All Industries,20,895,13976911,15616
22007,1990,27,Private,All Industries,243,3905,74371319,19045
22019,1990,26,Total Covered,All Industries,3546,65672,1441225940,21945
22019,1990,27,Federal Government,All Industries,33,637,18947742,29745
22019,1990,27,State Government,All Industries,41,2148,44819986,20865
22019,1990,27,Local Government,All Industries,106,6889,133893805,19435
22019,1990,27,Private,All Industries,3365,55998,1243564407,22207
22023,1990,26,Total Covered,All Industries,229,3915,93662622,23924
22023,1990,27,Federal Government,All Industries,11,36,862100,23947
22023,1990,27,State Government,All Industries,6,89,1799774,20222
22023,1990,27,Local Government,All Industries,20,706,11832458,16759
22023,1990,27,Private,All Industries,192,3085,79168290,25662
22045,1990,26,Total Covered,All Industries,1514,23978,446010655,18600
22045,1990,27,Federal Government,All Industries,14,135,3905457,28929
22045,1990,27,State Government,All Industries,20,323,5864944,18157
22045,1990,27,Local Government,All Industries,64,3330,52648735,15810
22045,1990,27,Private,All Industries,1415,20189,383591519,19000
22051,1990,26,Total Covered,All Industries,10324,180370,3599662022,19957
22051,1990,27,Federal Government,All Industries,27,1719,54212669,31537
22051,1990,27,State Government,All Industries,28,1180,22627541,19175
22051,1990,27,Local Government,All Industries,114,18286,334151050,18273
22051,1990,27,Private,All Industries,10154,159184,3188670762,20031
22053,1990,26,Total Covered,All Industries,633,6990,105605755,15108
22053,1990,27,Federal Government,All Industries,12,85,2128277,25038
22053,1990,27,State Government,All Industries,12,158,2531384,16021
22053,1990,27,Local Government,All Industries,67,1523,21827262,14331
22053,1990,27,Private,All Industries,541,5224,79118832,15145
22057,1990,26,Total Covered,All Industries,1578,22020,417233941,18947
22057,1990,27,Federal Government,All Industries,19,164,4385728,26742
22057,1990,27,State Government,All Industries,28,1181,26709639,22616
22057,1990,27,Local Government,All Industries,69,3816,62893959,16481
22057,1990,27,Private,All Industries,1463,16859,323244615,19173
22063,1990,26,Total Covered,All Industries,749,8684,127292817,14658
22063,1990,27,Federal Government,All Industries,14,131,2792897,21319
22063,1990,27,State Government,All Industries,17,316,5587990,17683
22063,1990,27,Local Government,All Industries,45,2596,31982735,12320
22063,1990,27,Private,All Industries,671,5641,86929195,15410
22071,1990,26,Total Covered,All Industries,12557,268306,6175679665,23017
22071,1990,27,Federal Government,All Industries,54,13426,419843141,31270
22071,1990,27,State Government,All Industries,72,15591,360497416,23122
22071,1990,27,Local Government,All Industries,79,22492,437959749,19471
22071,1990,27,Private,All Industries,12352,216798,4957379359,22866
22075,1990,26,Total Covered,All Industries,767,15923,418881486,26306
22075,1990,27,Federal Government,All Industries,21,999,31216836,31248
22075,1990,27,State Government,All Industries,15,769,13630218,17724
22075,1990,27,Local Government,All Industries,9,1648,25187742,15283
22075,1990,27,Private,All Industries,722,12505,348846690,27896
22087,1990,26,Total Covered,All Industries,968,12619,241707167,19154
22087,1990,27,Federal Government,All Industries,9,141,3806850,26998
22087,1990,27,State Government,All Industries,17,210,4005398,19073
22087,1990,27,Local Government,All Industries,31,2236,36027589,16112
22087,1990,27,Private,All Industries,911,10032,197867330,19723
22089,1990,26,Total Covered,All Industries,653,18784,509305007,27113
22089,1990,27,Federal Government,All Industries,16,182,5075933,27889
22089,1990,27,State Government,All Industries,9,82,1365860,16656
22089,1990,27,Local Government,All Industries,26,2318,39558038,17065
22089,1990,27,Private,All Industries,601,16202,463305176,28595
22093,1990,26,Total Covered,All Industries,359,8185,241513651,29506
22093,1990,27,Federal Government,All Industries,13,137,4437435,32390
22093,1990,27,State Government,All Industries,8,63,1104620,17533
22093,1990,27,Local Government,All Industries,32,1181,20727118,17550
22093,1990,27,Private,All Industries,306,6804,215244478,31634
22095,1990,26,Total Covered,All Industries,596,11178,255902450,22893
22095,1990,27,Federal Government,All Industries,9,74,1804012,24378
22095,1990,27,State Government,All Industries,13,145,3406167,23490
22095,1990,27,Local Government,All Industries,35,1453,26241242,18060
22095,1990,27,Private,All Industries,538,9506,224451029,23611
22099,1990,26,Total Covered,All Industries,559,11002,169522620,15408
22099,1990,27,Federal Government,All Industries,11,72,1770314,24587
22099,1990,27,State Government,All Industries,17,201,3209761,15968
22099,1990,27,Local Government,All Industries,52,1737,26326340,15156
22099,1990,27,Private,All Industries,480,8991,138216205,15372
22101,1990,26,Total Covered,All Industries,1494,25712,578151159,22485
22101,1990,27,Federal Government,All Industries,19,148,3944453,26651
22101,1990,27,State Government,All Industries,15,189,3609786,19099
22101,1990,27,Local Government,All Industries,103,3042,50671842,16657
22101,1990,27,Private,All Industries,1357,22332,519925078,23281
22103,1990,26,Total Covered,All Industries,2859,33613,552242409,16429
22103,1990,27,Federal Government,All Industries,24,485,13870842,28599
22103,1990,27,State Government,All Industries,28,1165,22374193,19205
22103,1990,27,Local Government,All Industries,74,6800,114765433,16877
22103,1990,27,Private,All Industries,2733,25163,401231941,15945
22105,1990,26,Total Covered,All Industries,1521,22337,334342443,14968
22105,1990,27,Federal Government,All Industries,27,292,7385714,25293
22105,1990,27,State Government,All Industries,34,2808,54061989,19252
22105,1990,27,Local Government,All Industries,83,4188,59702910,14255
22105,1990,27,Private,All Industries,1378,15049,213191830,14166
22109,1990,26,Total Covered,All Industries,2091,35739,741102216,20736
22109,1990,27,Federal Government,All Industries,24,304,8409956,27664
22109,1990,27,State Government,All Industries,22,1257,22271708,17718
22109,1990,27,Local Government,All Industries,53,4190,62147982,14832
22109,1990,27,Private,All Industries,1992,29987,648272570,21618
22113,1990,26,Total Covered,All Industries,994,11473,214649581,18709
22113,1990,27,Federal Government,All Industries,18,165,4114560,24936
22113,1990,27,State Government,All Industries,16,208,3650793,17551
22113,1990,27,Local Government,All Industries,81,2544,40449255,15899
22113,1990,27,Private,All Industries,879,8556,166434973,19452
23005,1990,26,Total Covered,All Industries,8551,140128,3072142464,21923
23005,1990,27,Federal Government,All Industries,60,3067,80401395,26214
23005,1990,27,State Government,All Industries,26,4311,98969418,22957
23005,1990,27,Local Government,All Industries,160,10086,214674167,21284
23005,1990,27,Private,All Industries,8305,122664,2678097484,21832
23009,1990,26,Total Covered,All Industries,1967,18488,327001695,17687
23009,1990,27,Federal Government,All Industries,24,307,6031360,19646
23009,1990,27,State Government,All Industries,7,441,10147689,23010
23009,1990,27,Local Government,All Industries,83,1815,30798872,16969
23009,1990,27,Private,All Industries,1853,15925,280023774,17583
23013,1990,26,Total Covered,All Industries,1359,13858,232086388,16747
23013,1990,27,Federal Government,All Industries,14,143,3891075,27210
23013,1990,27,State Government,All Industries,8,618,14837928,24009
23013,1990,27,Local Government,All Industries,66,1368,24683311,18043
23013,1990,27,Private,All Industries,1271,11729,188674074,16086
23015,1990,26,Total Covered,All Industries,1061,8861,161520652,18228
23015,1990,27,Federal Government,All Industries,11,107,2524372,23592
23015,1990,27,State Government,All Industries,0,0,0,0
23015,1990,27,Local Government,All Industries,44,1170,21098384,18032
23015,1990,27,Private,All Industries,1004,7518,136377261,18140
23023,1990,26,Total Covered,All Industries,664,18613,455186252,24455
23023,1990,27,Federal Government,All Industries,7,394,14155239,35927
23023,1990,27,State Government,All Industries,3,29,449237,15490
23023,1990,27,Local Government,All Industries,34,1408,27469374,19509
23023,1990,27,Private,All Industries,620,16782,413112402,24616
23027,1990,26,Total Covered,All Industries,797,6742,101437115,15045
23027,1990,27,Federal Government,All Industries,14,120,2976224,24801
23027,1990,27,State Government,All Industries,3,6,123526,20587
23027,1990,27,Local Government,All Industries,55,1200,20231749,16859
23027,1990,27,Private,All Industries,725,5416,78105616,14421
23029,1990,26,Total Covered,All Industries,994,11141,191562054,17194
23029,1990,27,Federal Government,All Industries,31,349,9839575,28193
23029,1990,27,State Government,All Industries,10,355,8285346,23339
23029,1990,27,Local Government,All Industries,99,1772,29749144,16788
23029,1990,27,Private,All Industries,854,8665,143687989,16582
23031,1990,26,Total Covered,All Industries,4462,59319,1195216106,20148
23031,1990,27,Federal Government,All Industries,35,8693,280804153,32302
23031,1990,27,State Government,All Industries,16,298,6535423,21930
23031,1990,27,Local Government,All Industries,156,6094,119595019,19625
23031,1990,27,Private,All Industries,4254,44234,788281511,17820
24003,1990,26,Total Covered,All Industries,9112,161110,3972073119,24654
24003,1990,27,Federal Government,All Industries,17,9000,248632333,27625
24003,1990,27,State Government,All Industries,64,9094,223358133,24561
24003,1990,27,Local Government,All Industries,11,12716,416361750,32743
24003,1990,27,Private,All Industries,9019,130300,3083720903,23666
24005,1990,26,Total Covered,All Industries,15764,318647,7706847693,24186
24005,1990,27,Federal Government,All Industries,14,15118,537656524,35564
24005,1990,27,State Government,All Industries,60,9672,281430471,29097
24005,1990,27,Local Government,All Industries,8,23977,658878190,27479
24005,1990,27,Private,All Industries,15683,269880,6228882508,23080
24009,1990,26,Total Covered,All Industries,948,9491,196710311,20725
24009,1990,27,Federal Government,All Industries,2,63,2112114,33525
24009,1990,27,State Government,All Industries,7,92,2077816,22584
24009,1990,27,Local Government,All Industries,4,1612,43296510,26858
24009,1990,27,Private,All Industries,935,7724,149223871,19319
24011,1990,26,Total Covered,All Industries,556,7295,142917471,19591
24011,1990,27,Federal Government,All Industries,2,64,1620800,25325
24011,1990,27,State Government,All Industries,7,93,2241021,24097
24011,1990,27,Local Government,All Industries,9,831,18182986,21880
24011,1990,27,Private,All Industries,538,6307,120872664,19164
24015,1990,26,Total Covered,All Industries,1363,18532,402385823,21713
24015,1990,27,Federal Government,All Industries,5,1526,47587833,31184
24015,1990,27,State Government,All Industries,7,171,3891166,22755
24015,1990,27,Local Government,All Industries,14,2326,56276091,24194
24015,1990,27,Private,All Industries,1337,14509,294630733,20306
24017,1990,26,Total Covered,All Industries,1733,28085,589229092,20980
24017,1990,27,Federal Government,All Industries,3,3365,106296968,31588
24017,1990,27,State Government,All Industries,6,151,3512514,23261
24017,1990,27,Local Government,All Industries,9,3810,87087198,22857
24017,1990,27,Private,All Industries,1715,20758,392332412,18900
24019,1990,26,Total Covered,All Industries,688,11993,221241050,18447
24019,1990,27,Federal Government,All Industries,4,74,2171596,29345
24019,1990,27,State Government,All Industries,8,476,12391440,26032
24019,1990,27,Local Government,All Industries,11,1028,23130827,22500
24019,1990,27,Private,All Industries,665,10414,183547187,17625
24025,1990,26,Total Covered,All Industries,3324,51988,1067199221,20527
24025,1990,27,Federal Government,All Industries,11,10428,265358898,25446
24025,1990,27,State Government,All Industries,7,248,5743167,23157
24025,1990,27,Local Government,All Industries,9,5922,139959426,23633
24025,1990,27,Private,All Industries,3297,35389,656137730,18540
24027,1990,26,Total Covered,All Industries,4497,80856,2089822054,25846
24027,1990,27,Federal Government,All Industries,5,429,14578962,33983
24027,1990,27,State Government,All Industries,13,2784,80774551,29013
24027,1990,27,Local Government,All Industries,5,6682,187626569,28079
24027,1990,27,Private,All Industries,4475,70961,1806841972,25462
24029,1990,26,Total Covered,All Industries,634,6706,115732254,17258
24029,1990,27,Federal Government,All Industries,2,54,1417523,26250
24029,1990,27,State Government,All Industries,7,61,1475156,24182
24029,1990,27,Local Government,All Industries,8,595,13096162,22010
24029,1990,27,Private,All Industries,617,5995,99743413,16637
24033,1990,26,Total Covered,All Industries,12142,287996,7293802189,25326
24033,1990,27,Federal Government,All Industries,33,27176,857507194,31553
24033,1990,27,State Government,All Industries,13,15162,395084530,26057
24033,1990,27,Local Government,All Industries,33,26593,815739326,30674
24033,1990,27,Private,All Industries,12063,219066,5225471139,23853
24035,1990,26,Total Covered,All Industries,803,7749,139156429,17957
24035,1990,27,Federal Government,All Industries,3,76,2007186,26410
24035,1990,27,State Government,All Industries,7,75,1614539,21527
24035,1990,27,Local Government,All Industries,10,1327,28577616,21535
24035,1990,27,Private,All Industries,783,6271,106957088,17055
24037,1990,26,Total Covered,All Industries,1280,22740,519641433,22851
24037,1990,27,Federal Government,All Industries,5,4204,133131022,31667
24037,1990,27,State Government,All Industries,8,476,11410237,23971
24037,1990,27,Local Government,All Industries,6,2330,52679155,22609
24037,1990,27,Private,All Industries,1261,15730,322421019,20497
24039,1990,26,Total Covered,All Industries,387,5513,104771274,19004
24039,1990,27,Federal Government,All Industries,3,38,992932,26129
24039,1990,27,State Government,All Industries,8,1264,35349327,27966
24039,1990,27,Local Government,All Industries,8,744,14215617,19107
24039,1990,27,Private,All Industries,368,3467,54213398,15636
24041,1990,26,Total Covered,All Industries,1270,15048,281530424,18708
24041,1990,27,Federal Government,All Industries,4,177,5405243,30538
24041,1990,27,State Government,All Industries,7,82,1856313,22637
24041,1990,27,Local Government,All Industries,10,980,22164519,22616
24041,1990,27,Private,All Industries,1249,13809,252104349,18256
24045,1990,26,Total Covered,All Industries,2037,34500,700929916,20316
24045,1990,27,Federal Government,All Industries,10,319,9889729,31002
24045,1990,27,State Government,All Industries,12,1549,41342918,26690
24045,1990,27,Local Government,All Industries,16,2641,60847856,23039
24045,1990,27,Private,All Industries,1998,29990,588849413,19634
24047,1990,26,Total Covered,All Industries,1747,20059,304357344,15173
24047,1990,27,Federal Government,All Industries,4,179,4057981,22670
24047,1990,27,State Government,All Industries,7,105,2373276,22602
24047,1990,27,Local Government,All Industries,10,2008,43683559,21754
24047,1990,27,Private,All Industries,1726,17767,254242528,14309
24510,1990,26,Total Covered,All Industries,16267,446524,11301571330,25310
24510,1990,27,Federal Government,All Industries,29,14521,434905065,29950
24510,1990,27,State Government,All Industries,178,38897,1102042606,28332
24510,1990,27,Local Government,All Industries,92,31735,848801213,26746
24510,1990,27,Private,All Industries,15967,361371,8915822446,24672
25001,1990,26,Total Covered,All Industries,7474,70267,1385926120,19723
25001,1990,27,Federal Government,All Industries,67,1620,47390255,29253
25001,1990,27,State Government,All Industries,6,1087,33811964,31105
25001,1990,27,Local Government,All Industries,150,7250,182555938,25180
25001,1990,27,Private,All Industries,7250,60310,1122167963,18606
25005,1990,26,Total Covered,All Industries,12263,191882,4075850249,21241
25005,1990,27,Federal Government,All Industries,35,1299,40230331,30970
25005,1990,27,State Government,All Industries,16,5096,139835925,27440
25005,1990,27,Local Government,All Industries,239,16127,412943600,25605
25005,1990,27,Private,All Industries,11973,169360,3482840393,20564
25007,1990,26,Total Covered,All Industries,814,5094,97495585,19139
25007,1990,27,Federal Government,All Industries,8,53,1431109,27002
25007,1990,27,Local Government,All Industries,0,0,0,0
25007,1990,27,Private,All Industries,760,4173,78246200,18750
25009,1990,26,Total Covered,All Industries,17310,271073,6642169670,24503
25009,1990,27,Federal Government,All Industries,46,5377,139866225,26011
25009,1990,27,State Government,All Industries,19,4351,121517341,27928
25009,1990,27,Local Government,All Industries,364,24806,642019457,25881
25009,1990,27,Private,All Industries,16881,236539,5738766647,24261
25017,1990,26,Total Covered,All Industries,39751,752875,22096921148,29350
25017,1990,27,Federal Government,All Industries,85,14180,386743967,27273
25017,1990,27,State Government,All Industries,36,9886,279506067,28272
25017,1990,27,Local Government,All Industries,575,50077,1446578403,28887
25017,1990,27,Private,All Industries,39055,678732,19984092711,29443
25019,1990,26,Total Covered,All Industries,578,3647,75552196,20716
25019,1990,27,Federal Government,All Industries,2,46,1578834,34322
25019,1990,27,State Government,All Industries,0,0,0,0
25019,1990,27,Local Government,All Industries,0,0,0,0
25019,1990,27,Private,All Industries,566,3147,62572138,19883
25021,1990,26,Total Covered,All Industries,18133,288944,7761964970,26863
25021,1990,27,Federal Government,All Industries,32,1314,36600682,27854
25021,1990,27,State Government,All Industries,19,5987,163190464,27257
25021,1990,27,Local Government,All Industries,288,21163,616432283,29127
25021,1990,27,Private,All Industries,17793,260480,6945741541,26665
25023,1990,26,Total Covered,All Industries,10759,143210,3247520061,22676
25023,1990,27,Federal Government,All Industries,45,4271,146282390,34250
25023,1990,27,State Government,All Industries,16,3713,113968243,30694
25023,1990,27,Local Government,All Industries,292,14681,383281113,26107
25023,1990,27,Private,All Industries,10406,120545,2603988315,21601
25025,1990,26,Total Covered,All Industries,19504,557167,17626377835,31635
25025,1990,27,Federal Government,All Industries,62,22612,729550121,32263
25025,1990,27,State Government,All Industries,49,48652,1538682436,31626
25025,1990,27,Local Government,All Industries,73,31014,961000613,30986
25025,1990,27,Private,All Industries,19320,454889,14397144665,31649
26001,1990,26,Total Covered,All Industries,222,1263,18934132,14991
26001,1990,27,Federal Government,All Industries,10,74,1317064,17798
26001,1990,27,Local Government,All Industries,16,244,5105123,20922
26001,1990,27,Private,All Industries,196,945,12511945,13240
26003,1990,26,Total Covered,All Industries,232,2314,44524909,19241
26003,1990,27,Federal Government,All Industries,6,70,1255169,17930
26003,1990,27,State Government,All Industries,0,0,0,0
26003,1990,27,Local Government,All Industries,17,351,6584183,18758
26003,1990,27,Private,All Industries,208,1760,33040491,18773
26005,1990,26,Total Covered,All Industries,1325,26247,570225334,21725
26005,1990,27,Federal Government,All Industries,25,219,5459343,24928
26005,1990,27,Local Government,All Industries,51,3164,63850593,20180
26005,1990,27,Private,All Industries,1249,22865,500915398,21907
26007,1990,26,Total Covered,All Industries,796,11110,219224753,19732
26007,1990,27,Federal Government,All Industries,15,125,3065031,24520
26007,1990,27,Local Government,All Industries,18,2298,46762042,20349
26007,1990,27,Private,All Industries,763,8687,169397680,19500
26009,1990,26,Total Covered,All Industries,459,4632,76363482,16486
26009,1990,27,Federal Government,All Industries,18,88,1651934,18771
26009,1990,27,Local Government,All Industries,29,879,16898840,19225
26009,1990,27,Private,All Industries,411,3665,57812708,15774
26011,1990,26,Total Covered,All Industries,325,3778,56321634,14907
26011,1990,27,Federal Government,All Industries,9,72,1254147,17418
26011,1990,27,State Government,All Industries,0,0,0,0
26011,1990,27,Local Government,All Industries,28,513,9587998,18690
26011,1990,27,Private,All Industries,287,3048,41252392,13534
26013,1990,26,Total Covered,All Industries,223,2271,37785073,16638
26013,1990,27,Federal Government,All Industries,10,31,574548,18533
26013,1990,27,Local Government,All Industries,14,489,9297293,19012
26013,1990,27,Private,All Industries,199,1751,27913232,15941
26017,1990,26,Total Covered,All Industries,2018,35594,776334569,21810
26017,1990,27,Federal Government,All Industries,16,287,8045890,28034
26017,1990,27,Local Government,All Industries,35,4970,112761342,22688
26017,1990,27,Private,All Industries,1966,30336,655527337,21608
26019,1990,26,Total Covered,All Industries,328,2942,44380337,15085
26019,1990,27,Federal Government,All Industries,10,46,860691,18710
26019,1990,27,Local Government,All Industries,24,468,9031468,19298
26019,1990,27,Private,All Industries,293,2428,34488178,14204
26021,1990,26,Total Covered,All Industries,3314,64024,1359977741,21241
26021,1990,27,Federal Government,All Industries,33,499,12957692,25967
26021,1990,27,State Government,All Industries,0,0,0,0
26021,1990,27,Local Government,All Industries,81,7071,154804927,21892
26021,1990,27,Private,All Industries,3200,56231,1185929005,21090
26029,1990,26,Total Covered,All Industries,628,7606,158540663,20844
26029,1990,27,Federal Government,All Industries,9,72,1569741,21801
26029,1990,27,Local Government,All Industries,30,1165,24308806,20865
26029,1990,27,Private,All Industries,589,6369,132662116,20829
26031,1990,26,Total Covered,All Industries,760,6104,99763061,16343
26031,1990,27,Federal Government,All Industries,10,71,1535682,21629
26031,1990,27,Local Government,All Industries,32,833,16268941,19530
26031,1990,27,Private,All Industries,718,5201,81958438,15758
26033,1990,26,Total Covered,All Industries,808,10673,190221327,17822
26033,1990,27,Federal Government,All Industries,29,379,9204229,24285
26033,1990,27,State Government,All Industries,6,1769,50512265,28554
26033,1990,27,Local Government,All Industries,36,1854,39011394,21041
26033,1990,27,Private,All Industries,737,6671,91493439,13715
26041,1990,26,Total Covered,All Industries,998,12754,248198729,19460
26041,1990,27,Federal Government,All Industries,20,263,6199991,23574
26041,1990,27,Local Government,All Industries,34,1722,36421318,21150
26041,1990,27,Private,All Industries,943,10769,205577420,19089
26047,1990,26,Total Covered,All Industries,1012,12306,231128303,18781
26047,1990,27,Federal Government,All Industries,15,113,2757721,24404
26047,1990,27,Local Government,All Industries,34,1278,26619464,20829
26047,1990,27,Private,All Industries,963,10915,201751118,18483
26053,1990,26,Total Covered,All Industries,474,5213,75658389,14513
26053,1990,27,Federal Government,All Industries,15,181,4332297,23935
26053,1990,27,Local Government,All Industries,22,1183,22503611,19022
26053,1990,27,Private,All Industries,436,3849,48822481,12684
26055,1990,26,Total Covered,All Industries,2355,34428,647701462,18813
26055,1990,27,Federal Government,All Industries,23,422,11167809,26464
26055,1990,27,State Government,All Industries,0,0,0,0
26055,1990,27,Local Government,All Industries,36,3667,78732467,21470
26055,1990,27,Private,All Industries,2295,30208,553234986,18314
26061,1990,26,Total Covered,All Industries,829,10513,186378918,17728
26061,1990,27,Federal Government,All Industries,24,152,3522903,23176
26061,1990,27,State Government,All Industries,0,0,0,0
26061,1990,27,Local Government,All Industries,42,1729,30475891,17626
26061,1990,27,Private,All Industries,762,7427,108380562,14592
26063,1990,26,Total Covered,All Industries,895,10344,192961582,18654
26063,1990,27,Federal Government,All Industries,19,125,2711149,21689
26063,1990,27,Local Government,All Industries,65,1568,31860528,20319
26063,1990,27,Private,All Industries,811,8650,158389905,18310
26069,1990,26,Total Covered,All Industries,664,8427,134500587,15960
26069,1990,27,Federal Government,All Industries,18,1193,17578861,14735
26069,1990,27,Local Government,All Industries,23,1403,27804066,19817
26069,1990,27,Private,All Industries,623,5832,89117660,15280
26083,1990,26,Total Covered,All Industries,57,290,2880304,9932
26083,1990,27,Federal Government,All Industries,3,6,92586,15431
26083,1990,27,Local Government,All Industries,8,59,872138,14782
26083,1990,27,Private,All Industries,46,224,1915580,8551
26089,1990,26,Total Covered,All Industries,448,3325,46864124,14094
26089,1990,27,Federal Government,All Industries,14,70,1624245,23203
26089,1990,27,Local Government,All Industries,18,436,8608908,19745
26089,1990,27,Private,All Industries,416,2819,36630971,12994
26095,1990,26,Total Covered,All Industries,184,2069,38569418,18641
26095,1990,27,Federal Government,All Industries,5,18,409931,22773
26095,1990,27,State Government,All Industries,0,0,0,0
26095,1990,27,Local Government,All Industries,11,535,9387635,17546
26095,1990,27,Private,All Industries,167,1201,18771258,15629
26097,1990,26,Total Covered,All Industries,480,3746,51679883,13796
26097,1990,27,Federal Government,All Industries,13,79,1640167,20761
26097,1990,27,Local Government,All Industries,21,540,9886401,18308
26097,1990,27,Private,All Industries,446,3127,40153315,12840
26099,1990,26,Total Covered,All Industries,13800,286488,8152581274,28456
26099,1990,27,Federal Government,All Industries,38,9788,256823400,26238
26099,1990,27,State Government,All Industries,0,0,0,0
26099,1990,27,Local Government,All Industries,68,24782,673749363,27187
26099,1990,27,Private,All Industries,13692,251333,7203787311,28662
26101,1990,26,Total Covered,All Industries,572,6275,115872359,18465
26101,1990,27,Federal Government,All Industries,13,104,2196210,21117
26101,1990,27,Local Government,All Industries,31,1111,21986169,19789
26101,1990,27,Private,All Industries,528,5060,91689980,18120
26103,1990,26,Total Covered,All Industries,1451,24016,472248348,19663
26103,1990,27,Federal Government,All Industries,30,1169,20755380,17754
26103,1990,27,State Government,All Industries,3,1898,54315527,28617
26103,1990,27,Local Government,All Industries,39,3209,66712595,20789
26103,1990,27,Private,All Industries,1379,17740,330464846,18628
26105,1990,26,Total Covered,All Industries,634,7914,156505168,19775
26105,1990,27,Federal Government,All Industries,13,88,2073194,23559
26105,1990,27,Local Government,All Industries,29,1307,27837429,21298
26105,1990,27,Private,All Industries,592,6518,126594545,19422
26109,1990,26,Total Covered,All Industries,517,8011,139142889,17368
26109,1990,27,Federal Government,All Industries,14,87,1716896,19734
26109,1990,27,Local Government,All Industries,26,1158,21396648,18477
26109,1990,27,Private,All Industries,477,6765,116029345,17151
26115,1990,26,Total Covered,All Industries,1869,33406,848551226,25401
26115,1990,27,Federal Government,All Industries,18,276,7121142,25801
26115,1990,27,Local Government,All Industries,39,5192,114621954,22076
26115,1990,27,Private,All Industries,1812,27937,726808130,26015
26121,1990,26,Total Covered,All Industries,2764,57570,1268337137,22031
26121,1990,27,Federal Government,All Industries,19,430,13159291,30603
