area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
12127,1992,71,Private,"Total, all industries",8690,100197,1866087858,18624
12129,1992,70,Total Covered,"Total, all industries",231,2730,50113704,18357
12129,1992,71,Federal Government,"Total, all industries",3,66,1745244,26577
12129,1992,71,State Government,"Total, all industries",17,138,2647063,19170
12129,1992,71,Local Government,"Total, all industries",8,670,12458458,18588
12129,1992,71,Private,"Total, all industries",203,1856,33262939,17923
12131,1992,70,Total Covered,"Total, all industries",555,7987,128160827,16046
12131,1992,71,Federal Government,"Total, all industries",8,82,2335396,28480
12131,1992,71,State Government,"Total, all industries",21,494,10328167,20893
12131,1992,71,Local Government,"Total, all industries",11,1165,22249709,19100
12131,1992,71,Private,"Total, all industries",515,6246,93247555,14929
13025,1992,70,Total Covered,"Total, all industries",133,1326,23025318,17366
13025,1992,71,Federal Government,"Total, all industries",4,24,575176,24476
13025,1992,71,State Government,"Total, all industries",6,38,807305,21480
13025,1992,71,Local Government,"Total, all industries",12,454,7219846,15912
13025,1992,71,Private,"Total, all industries",112,811,14422991,17782
13029,1992,70,Total Covered,"Total, all industries",256,2881,49020354,17013
13029,1992,71,Federal Government,"Total, all industries",3,28,790204,28648
13029,1992,71,State Government,"Total, all industries",12,123,2671950,21767
13029,1992,71,Local Government,"Total, all industries",6,704,11428269,16243
13029,1992,71,Private,"Total, all industries",235,2027,34129931,16834
13039,1992,70,Total Covered,"Total, all industries",551,11333,267737902,23626
13039,1992,71,Federal Government,"Total, all industries",9,2505,78803243,31462
13039,1992,71,State Government,"Total, all industries",12,118,2373790,20131
13039,1992,71,Local Government,"Total, all industries",16,1582,23528058,14874
13039,1992,71,Private,"Total, all industries",515,7128,163032811,22872
13049,1992,70,Total Covered,"Total, all industries",167,1762,28957677,16435
13049,1992,71,Federal Government,"Total, all industries",4,51,920252,17956
13049,1992,71,State Government,"Total, all industries",5,50,1003355,20270
13049,1992,71,Local Government,"Total, all industries",13,397,6479020,16320
13049,1992,71,Private,"Total, all industries",145,1264,20555050,16259
13051,1992,70,Total Covered,"Total, all industries",5707,106463,2406628645,22605
13051,1992,71,Federal Government,"Total, all industries",40,2808,89843735,31994
13051,1992,71,State Government,"Total, all industries",34,3930,99732879,25375
13051,1992,71,Local Government,"Total, all industries",15,9345,200959512,21505
13051,1992,71,Private,"Total, all industries",5618,90380,2016092519,22307
13127,1992,70,Total Covered,"Total, all industries",2024,30708,619971218,20189
13127,1992,71,Federal Government,"Total, all industries",36,1091,44857733,41104
13127,1992,71,State Government,"Total, all industries",21,1497,23685486,15821
13127,1992,71,Local Government,"Total, all industries",6,3995,87969731,22022
13127,1992,71,Private,"Total, all industries",1961,24125,463458268,19211
13179,1992,70,Total Covered,"Total, all industries",537,10230,181582710,17749
13179,1992,71,Federal Government,"Total, all industries",11,3134,61358014,19580
13179,1992,71,State Government,"Total, all industries",9,220,4683359,21272
13179,1992,71,Local Government,"Total, all industries",10,1589,29008718,18252
13179,1992,71,Private,"Total, all industries",508,5287,86532619,16367
13191,1992,70,Total Covered,"Total, all industries",137,1591,27724021,17425
13191,1992,71,Federal Government,"Total, all industries",6,26,574445,22527
13191,1992,71,State Government,"Total, all industries",8,116,2535344,21935
13191,1992,71,Local Government,"Total, all industries",6,394,6152742,15600
13191,1992,71,Private,"Total, all industries",117,1056,18461490,17489
13305,1992,70,Total Covered,"Total, all industries",450,8040,168660124,20977
13305,1992,71,Federal Government,"Total, all industries",6,389,12674011,32581
13305,1992,71,State Government,"Total, all industries",12,615,13288359,21625
13305,1992,71,Local Government,"Total, all industries",21,1357,22867057,16847
13305,1992,71,Private,"Total, all industries",411,5680,119830697,21099
15001,1992,70,Total Covered,"Total, all industries",3911,50103,1098342088,21922
15001,1992,71,Federal Government,"Total, all industries",39,805,25090242,31152
15001,1992,71,State Government,"Total, all industries",32,6307,183621465,29114
15001,1992,71,Local Government,"Total, all industries",38,2164,61293674,28328
15001,1992,71,Private,"Total, all industries",3803,40827,828336707,20289
15003,1992,70,Total Covered,"Total, all industries",21612,412979,11026219985,26699
15003,1992,71,Federal Government,"Total, all industries",120,31635,1025392705,32413
15003,1992,71,State Government,"Total, all industries",35,42913,1202879670,28030
15003,1992,71,Local Government,"Total, all industries",26,10505,340631935,32426
15003,1992,71,Private,"Total, all industries",21432,327926,8457315675,25790
15007,1992,70,Total Covered,"Total, all industries",1783,25353,563525813,22227
15007,1992,71,Federal Government,"Total, all industries",22,362,11721877,32344
15007,1992,71,State Government,"Total, all industries",30,2426,68877610,28392
15007,1992,71,Local Government,"Total, all industries",31,979,31275259,31933
15007,1992,71,Private,"Total, all industries",1700,21585,451651067,20924
15009,1992,70,Total Covered,"Total, all industries",3596,54795,1249643544,22806
15009,1992,71,Federal Government,"Total, all industries",32,445,14960755,33588
15009,1992,71,State Government,"Total, all industries",66,4418,125637398,28439
15009,1992,71,Local Government,"Total, all industries",57,1744,54858560,31451
15009,1992,71,Private,"Total, all industries",3441,48187,1054186831,21877
17031,1992,70,Total Covered,"Total, all industries",114903,2467717,76726198392,31092
17031,1992,71,Federal Government,"Total, all industries",203,55166,2106371800,38182
17031,1992,71,State Government,"Total, all industries",17,22574,695309403,30802
17031,1992,71,Local Government,"Total, all industries",821,235079,7458490945,31728
17031,1992,71,Private,"Total, all industries",113862,2154898,66466026244,30844
17097,1992,70,Total Covered,"Total, all industries",13149,230427,7030674686,30512
17097,1992,71,Federal Government,"Total, all industries",51,6286,203835792,32427
17097,1992,71,Private,"Total, all industries",12860,200334,6193065303,30914
18089,1992,70,Total Covered,"Total, all industries",9322,189359,4798326402,25340
18089,1992,71,Federal Government,"Total, all industries",14,1634,62917617,38507
18089,1992,71,State Government,"Total, all industries",27,2853,62891443,22048
18089,1992,71,Local Government,"Total, all industries",69,20384,451286280,22139
18089,1992,71,Private,"Total, all industries",9212,164488,4221231062,25663
18091,1992,70,Total Covered,"Total, all industries",2338,43178,931503945,21573
18091,1992,71,Federal Government,"Total, all industries",6,241,7957394,32961
18091,1992,71,State Government,"Total, all industries",28,2782,58808546,21141
18091,1992,71,Local Government,"Total, all industries",30,3777,83542213,22121
18091,1992,71,Private,"Total, all industries",2275,36379,781195792,21474
18127,1992,70,Total Covered,"Total, all industries",2538,47083,1173048885,24914
18127,1992,71,Federal Government,"Total, all industries",6,368,11456467,31125
18127,1992,71,State Government,"Total, all industries",23,369,7094454,19248
18127,1992,71,Local Government,"Total, all industries",35,6361,143015291,22483
18127,1992,71,Private,"Total, all industries",2474,39986,1011482673,25296
22005,1992,70,Total Covered,"Total, all industries",1138,24535,668885315,27263
22005,1992,71,Federal Government,"Total, all industries",14,95,3049667,32158
22005,1992,71,State Government,"Total, all industries",15,246,4370167,17735
22005,1992,71,Local Government,"Total, all industries",51,2761,56163964,20340
22005,1992,71,Private,"Total, all industries",1058,21432,605301517,28242
22007,1992,70,Total Covered,"Total, all industries",285,4471,85015793,19016
22007,1992,71,Federal Government,"Total, all industries",10,34,952221,28075
22007,1992,71,State Government,"Total, all industries",12,62,1320148,21236
22007,1992,71,Local Government,"Total, all industries",19,984,16544035,16813
22007,1992,71,Private,"Total, all industries",244,3391,66199389,19524
22019,1992,70,Total Covered,"Total, all industries",3828,67746,1619335073,23903
22019,1992,71,Federal Government,"Total, all industries",31,565,20212597,35753
22019,1992,71,State Government,"Total, all industries",40,2677,59549137,22243
22019,1992,71,Local Government,"Total, all industries",92,7443,144631418,19433
22019,1992,71,Private,"Total, all industries",3666,57061,1394941921,24447
22023,1992,70,Total Covered,"Total, all industries",225,3340,83362345,24963
22023,1992,71,Federal Government,"Total, all industries",11,33,938539,28804
22023,1992,71,State Government,"Total, all industries",7,90,2065965,22892
22023,1992,71,Local Government,"Total, all industries",18,745,13644709,18309
22023,1992,71,Private,"Total, all industries",190,2471,66713132,26994
22045,1992,70,Total Covered,"Total, all industries",1605,24210,500365059,20668
22045,1992,71,Federal Government,"Total, all industries",14,123,4312987,35041
22045,1992,71,State Government,"Total, all industries",22,344,7233360,21043
22045,1992,71,Local Government,"Total, all industries",62,3424,60029767,17533
22045,1992,71,Private,"Total, all industries",1509,20319,428788945,21103
22051,1992,70,Total Covered,"Total, all industries",11462,180439,3929085631,21775
22051,1992,71,Federal Government,"Total, all industries",26,1596,60027125,37619
22051,1992,71,State Government,"Total, all industries",30,1433,31108063,21706
22051,1992,71,Local Government,"Total, all industries",117,18875,395888316,20974
22051,1992,71,Private,"Total, all industries",11289,158535,3442062127,21712
22053,1992,70,Total Covered,"Total, all industries",613,6996,113535574,16228
22053,1992,71,Federal Government,"Total, all industries",11,76,2300834,30341
22053,1992,71,State Government,"Total, all industries",13,154,2788364,18146
22053,1992,71,Local Government,"Total, all industries",64,1551,24722149,15937
22053,1992,71,Private,"Total, all industries",526,5215,83724227,16053
22057,1992,70,Total Covered,"Total, all industries",1637,22221,449120678,20212
22057,1992,71,Federal Government,"Total, all industries",21,160,5049128,31639
22057,1992,71,State Government,"Total, all industries",29,1274,32151417,25230
22057,1992,71,Local Government,"Total, all industries",73,4196,74483689,17752
22057,1992,71,Private,"Total, all industries",1515,16591,337436444,20338
22063,1992,70,Total Covered,"Total, all industries",828,9924,163667464,16492
22063,1992,71,Federal Government,"Total, all industries",14,106,3172889,29956
22063,1992,71,State Government,"Total, all industries",18,318,3994391,12551
22063,1992,71,Local Government,"Total, all industries",48,2749,41383411,15054
22063,1992,71,Private,"Total, all industries",747,6751,115116773,17052
22071,1992,70,Total Covered,"Total, all industries",12993,266098,6702035436,25186
22071,1992,71,Federal Government,"Total, all industries",70,13854,497780756,35929
22071,1992,71,State Government,"Total, all industries",68,16728,406957459,24327
22071,1992,71,Local Government,"Total, all industries",79,23258,492846485,21190
22071,1992,71,Private,"Total, all industries",12777,212258,5304450736,24991
22075,1992,70,Total Covered,"Total, all industries",809,16102,457274551,28398
22075,1992,71,Federal Government,"Total, all industries",20,702,25882577,36892
22075,1992,71,State Government,"Total, all industries",16,728,13635329,18723
22075,1992,71,Local Government,"Total, all industries",9,1463,21995247,15038
22075,1992,71,Private,"Total, all industries",765,13210,395761398,29959
22087,1992,70,Total Covered,"Total, all industries",1029,13549,278968856,20590
22087,1992,71,Federal Government,"Total, all industries",9,128,4437261,34599
22087,1992,71,State Government,"Total, all industries",16,219,4784891,21807
22087,1992,71,Local Government,"Total, all industries",31,2395,39489364,16485
22087,1992,71,Private,"Total, all industries",973,10805,230257340,21309
22089,1992,70,Total Covered,"Total, all industries",727,19496,600241527,30788
22089,1992,71,Federal Government,"Total, all industries",16,160,5404981,33764
22089,1992,71,State Government,"Total, all industries",10,83,1573282,18898
22089,1992,71,Local Government,"Total, all industries",26,2457,50291971,20470
22089,1992,71,Private,"Total, all industries",675,16796,542971293,32328
22093,1992,70,Total Covered,"Total, all industries",364,7059,213482651,30241
22093,1992,71,Federal Government,"Total, all industries",12,129,4885546,37799
22093,1992,71,Private,"Total, all industries",312,5547,182496687,32903
22095,1992,70,Total Covered,"Total, all industries",572,10389,255228091,24567
22095,1992,71,Federal Government,"Total, all industries",8,57,1937053,33934
22095,1992,71,State Government,"Total, all industries",15,152,3738825,24611
22095,1992,71,Local Government,"Total, all industries",32,1405,27344515,19467
22095,1992,71,Private,"Total, all industries",517,8775,222207698,25322
22099,1992,70,Total Covered,"Total, all industries",574,10647,172078200,16163
22099,1992,71,Federal Government,"Total, all industries",11,65,2045781,31677
22099,1992,71,State Government,"Total, all industries",16,202,3646278,18081
22099,1992,71,Local Government,"Total, all industries",48,1727,26448093,15317
22099,1992,71,Private,"Total, all industries",499,8654,139938048,16171
22101,1992,70,Total Covered,"Total, all industries",1582,24470,568493733,23233
22101,1992,71,Federal Government,"Total, all industries",22,166,5356128,32217
22101,1992,71,State Government,"Total, all industries",17,205,4464991,21789
22101,1992,71,Local Government,"Total, all industries",109,3226,59023518,18296
22101,1992,71,Private,"Total, all industries",1435,20873,499649096,23938
22103,1992,70,Total Covered,"Total, all industries",3115,37719,686831817,18209
22103,1992,71,Federal Government,"Total, all industries",22,428,15167992,35432
22103,1992,71,State Government,"Total, all industries",30,1313,28240265,21510
22103,1992,71,Local Government,"Total, all industries",76,7633,144253030,18898
22103,1992,71,Private,"Total, all industries",2988,28345,499170530,17610
22105,1992,70,Total Covered,"Total, all industries",1619,24571,424634839,17282
22105,1992,71,Federal Government,"Total, all industries",26,262,8374057,32003
22105,1992,71,State Government,"Total, all industries",36,3097,68356196,22069
22105,1992,71,Local Government,"Total, all industries",79,4638,80662814,17392
22105,1992,71,Private,"Total, all industries",1478,16574,267241772,16125
22109,1992,70,Total Covered,"Total, all industries",2269,34562,780544247,22584
22109,1992,71,Federal Government,"Total, all industries",23,283,9522463,33619
22109,1992,71,State Government,"Total, all industries",23,1321,33490536,25357
22109,1992,71,Local Government,"Total, all industries",54,3555,67598007,19013
22109,1992,71,Private,"Total, all industries",2169,29402,669933241,22785
22113,1992,70,Total Covered,"Total, all industries",1018,11732,227801576,19417
22113,1992,71,Federal Government,"Total, all industries",17,152,4307390,28432
22113,1992,71,State Government,"Total, all industries",16,224,4225970,18831
22113,1992,71,Local Government,"Total, all industries",82,2523,43233104,17138
22113,1992,71,Private,"Total, all industries",903,8834,176035112,19928
23005,1992,70,Total Covered,"Total, all industries",8702,134999,3193291340,23654
23005,1992,71,Federal Government,"Total, all industries",59,3296,89110338,27039
23005,1992,71,State Government,"Total, all industries",38,4300,108441438,25221
23005,1992,71,Local Government,"Total, all industries",211,10172,239780539,23573
23005,1992,71,Private,"Total, all industries",8395,117232,2755959025,23509
23009,1992,70,Total Covered,"Total, all industries",2015,18165,345188294,19003
23009,1992,71,Federal Government,"Total, all industries",24,321,6666687,20801
23009,1992,71,State Government,"Total, all industries",18,506,11621493,22983
23009,1992,71,Local Government,"Total, all industries",95,1856,34940056,18828
23009,1992,71,Private,"Total, all industries",1879,15483,291960058,18856
23013,1992,70,Total Covered,"Total, all industries",1353,13737,245988883,17907
23013,1992,71,Federal Government,"Total, all industries",14,140,4260770,30398
23013,1992,71,State Government,"Total, all industries",16,713,15903713,22298
23013,1992,71,Local Government,"Total, all industries",69,1419,26644769,18782
23013,1992,71,Private,"Total, all industries",1254,11465,199179631,17373
23015,1992,70,Total Covered,"Total, all industries",1061,8758,168163091,19202
23015,1992,71,Federal Government,"Total, all industries",11,104,2806790,27119
23015,1992,71,Private,"Total, all industries",989,7336,139416057,19005
23023,1992,70,Total Covered,"Total, all industries",657,15915,424687805,26684
23023,1992,71,Federal Government,"Total, all industries",7,371,15044716,40579
23023,1992,71,State Government,"Total, all industries",11,40,809208,20188
23023,1992,71,Local Government,"Total, all industries",43,1447,30997078,21428
23023,1992,71,Private,"Total, all industries",596,14058,377836803,26877
23027,1992,70,Total Covered,"Total, all industries",797,6526,105415965,16153
23027,1992,71,Federal Government,"Total, all industries",14,115,3251422,28212
23027,1992,71,State Government,"Total, all industries",4,19,294745,15720
23027,1992,71,Local Government,"Total, all industries",69,1151,21695382,18849
23027,1992,71,Private,"Total, all industries",711,5241,80174416,15298
23029,1992,70,Total Covered,"Total, all industries",1035,11173,200638076,17958
23029,1992,71,Federal Government,"Total, all industries",30,329,10218568,31044
23029,1992,71,State Government,"Total, all industries",23,373,9727307,26079
23029,1992,71,Local Government,"Total, all industries",113,1759,32456128,18451
23029,1992,71,Private,"Total, all industries",870,8712,148236073,17016
23031,1992,70,Total Covered,"Total, all industries",4349,55118,1247576787,22635
23031,1992,71,Federal Government,"Total, all industries",35,7022,286270844,40766
23031,1992,71,State Government,"Total, all industries",24,334,8125542,24364
23031,1992,71,Local Government,"Total, all industries",176,5922,131260349,22166
23031,1992,71,Private,"Total, all industries",4114,41840,821920052,19644
24003,1992,70,Total Covered,"Total, all industries",10231,154369,4137979948,26806
24003,1992,71,Federal Government,"Total, all industries",16,6299,201710229,32021
24003,1992,71,State Government,"Total, all industries",70,8738,224002194,25635
24003,1992,71,Local Government,"Total, all industries",11,12465,456477118,36622
24003,1992,71,Private,"Total, all industries",10134,126867,3255790407,25663
24005,1992,70,Total Covered,"Total, all industries",17963,306486,7986836715,26059
24005,1992,71,Federal Government,"Total, all industries",15,14742,567834482,38517
24005,1992,71,State Government,"Total, all industries",59,8977,263474349,29351
24005,1992,71,Local Government,"Total, all industries",9,23920,676106535,28265
24005,1992,71,Private,"Total, all industries",17880,258847,6479421349,25032
24009,1992,70,Total Covered,"Total, all industries",1100,12148,307518141,25314
24009,1992,71,Federal Government,"Total, all industries",3,65,2357772,36320
24009,1992,71,Private,"Total, all industries",1086,10134,247656856,24438
24011,1992,70,Total Covered,"Total, all industries",587,7422,151960567,20475
24011,1992,71,Federal Government,"Total, all industries",2,64,1721856,27116
24011,1992,71,State Government,"Total, all industries",7,101,2380379,23491
24011,1992,71,Local Government,"Total, all industries",8,868,19494726,22468
24011,1992,71,Private,"Total, all industries",570,6389,128363606,20091
24015,1992,70,Total Covered,"Total, all industries",1469,18502,434577042,23488
24015,1992,71,Federal Government,"Total, all industries",7,1652,59721689,36144
24015,1992,71,State Government,"Total, all industries",7,186,4210606,22648
24015,1992,71,Local Government,"Total, all industries",14,2312,61799334,26725
24015,1992,71,Private,"Total, all industries",1441,14351,308845413,21520
24017,1992,70,Total Covered,"Total, all industries",2054,29299,658576047,22478
24017,1992,71,Federal Government,"Total, all industries",4,3160,114704327,36304
24017,1992,71,State Government,"Total, all industries",6,156,3618118,23181
24017,1992,71,Local Government,"Total, all industries",9,3881,96324885,24821
24017,1992,71,Private,"Total, all industries",2035,22102,443928717,20085
24019,1992,70,Total Covered,"Total, all industries",724,11241,228643976,20339
24019,1992,71,Federal Government,"Total, all industries",5,78,2585556,33077
24019,1992,71,State Government,"Total, all industries",8,465,12066903,25964
24019,1992,71,Local Government,"Total, all industries",11,1056,24188400,22911
24019,1992,71,Private,"Total, all industries",700,9643,189803117,19684
24025,1992,70,Total Covered,"Total, all industries",3717,53199,1162630508,21854
24025,1992,71,Federal Government,"Total, all industries",9,10252,259937578,25354
24025,1992,71,State Government,"Total, all industries",7,269,6141423,22838
24025,1992,71,Local Government,"Total, all industries",9,6366,156600330,24601
24025,1992,71,Private,"Total, all industries",3693,36312,739951177,20377
24027,1992,70,Total Covered,"Total, all industries",5349,82642,2344875877,28374
24027,1992,71,Federal Government,"Total, all industries",6,529,18146387,34330
24027,1992,71,State Government,"Total, all industries",15,3010,88533095,29417
24027,1992,71,Local Government,"Total, all industries",6,6912,207874322,30075
24027,1992,71,Private,"Total, all industries",5322,72192,2030322073,28124
24029,1992,70,Total Covered,"Total, all industries",657,6565,121985875,18581
24029,1992,71,Federal Government,"Total, all industries",2,56,1518193,27070
24029,1992,71,Private,"Total, all industries",640,5846,104517753,17878
24033,1992,70,Total Covered,"Total, all industries",13344,264255,7411536024,28047
24033,1992,71,Federal Government,"Total, all industries",34,23096,940148953,40705
24033,1992,71,State Government,"Total, all industries",13,13134,412018036,31372
24033,1992,71,Local Government,"Total, all industries",43,25371,828682427,32663
24033,1992,71,Private,"Total, all industries",13255,202654,5230686608,25811
24035,1992,70,Total Covered,"Total, all industries",885,7264,135666346,18677
24035,1992,71,Federal Government,"Total, all industries",3,76,2298267,30174
24035,1992,71,Private,"Total, all industries",865,5800,100326021,17298
24037,1992,70,Total Covered,"Total, all industries",1382,22996,587329854,25540
24037,1992,71,Federal Government,"Total, all industries",5,4238,154152217,36376
24037,1992,71,State Government,"Total, all industries",8,499,12506572,25055
24037,1992,71,Local Government,"Total, all industries",6,2427,62216711,25639
24037,1992,71,Private,"Total, all industries",1363,15833,358454354,22640
24039,1992,70,Total Covered,"Total, all industries",407,5354,107483212,20075
24039,1992,71,Federal Government,"Total, all industries",2,38,1122565,29541
24039,1992,71,State Government,"Total, all industries",9,1303,37195078,28555
24039,1992,71,Local Government,"Total, all industries",8,713,15282588,21422
24039,1992,71,Private,"Total, all industries",387,3300,53882981,16328
24041,1992,70,Total Covered,"Total, all industries",1353,14516,298143776,20539
24041,1992,71,Federal Government,"Total, all industries",5,186,6544075,35183
24041,1992,71,State Government,"Total, all industries",7,91,2030277,22434
24041,1992,71,Local Government,"Total, all industries",10,965,23255467,24109
24041,1992,71,Private,"Total, all industries",1331,13275,266313957,20062
24045,1992,70,Total Covered,"Total, all industries",2241,34018,746109882,21933
24045,1992,71,Federal Government,"Total, all industries",11,330,11182413,33852
24045,1992,71,State Government,"Total, all industries",12,1732,43903626,25349
24045,1992,71,Local Government,"Total, all industries",16,2761,67588792,24481
24045,1992,71,Private,"Total, all industries",2202,29195,623435051,21354
24047,1992,70,Total Covered,"Total, all industries",1901,19729,326696752,16559
24047,1992,71,Federal Government,"Total, all industries",4,201,5301438,26419
24047,1992,71,State Government,"Total, all industries",7,104,2404576,23029
24047,1992,71,Local Government,"Total, all industries",12,2084,49879405,23931
24047,1992,71,Private,"Total, all industries",1878,17340,269111333,15520
24510,1992,70,Total Covered,"Total, all industries",16193,402533,11433648289,28404
24510,1992,71,Federal Government,"Total, all industries",33,14962,544259676,36376
24510,1992,71,State Government,"Total, all industries",182,39175,1146433654,29264
24510,1992,71,Local Government,"Total, all industries",92,29279,853058730,29136
24510,1992,71,Private,"Total, all industries",15886,319117,8889896229,27858
25001,1992,70,Total Covered,"Total, all industries",6743,66779,1452132093,21745
25001,1992,71,Federal Government,"Total, all industries",69,1583,51686228,32642
25001,1992,71,State Government,"Total, all industries",6,1059,35633793,33635
25001,1992,71,Local Government,"Total, all industries",153,7124,202288160,28394
25001,1992,71,Private,"Total, all industries",6516,57012,1162523912,20391
25005,1992,70,Total Covered,"Total, all industries",11391,182168,4213967922,23132
25005,1992,71,Federal Government,"Total, all industries",37,1240,45052338,36335
25005,1992,71,State Government,"Total, all industries",15,4465,125871488,28192
25005,1992,71,Local Government,"Total, all industries",247,15946,451636951,28323
25005,1992,71,Private,"Total, all industries",11093,160517,3591407145,22374
25007,1992,70,Total Covered,"Total, all industries",744,4748,97990272,20637
25007,1992,71,Federal Government,"Total, all industries",7,49,1566119,31907
25007,1992,71,Private,"Total, all industries",687,3870,77345143,19986
25009,1992,70,Total Covered,"Total, all industries",15812,255235,6967370162,27298
25009,1992,71,Federal Government,"Total, all industries",47,5110,148995417,29157
25009,1992,71,State Government,"Total, all industries",18,4056,116213382,28653
25009,1992,71,Local Government,"Total, all industries",371,23520,626391047,26632
25009,1992,71,Private,"Total, all industries",15376,222549,6075770316,27301
25017,1992,70,Total Covered,"Total, all industries",37118,697720,22755460118,32614
25017,1992,71,Federal Government,"Total, all industries",87,15274,442610531,28979
25017,1992,71,State Government,"Total, all industries",34,8482,245329689,28924
25017,1992,71,Local Government,"Total, all industries",597,45552,1391221129,30542
25017,1992,71,Private,"Total, all industries",36400,628413,20676298769,32902
25019,1992,70,Total Covered,"Total, all industries",536,3703,86966721,23483
25019,1992,71,Federal Government,"Total, all industries",2,48,1797111,37570
25019,1992,71,Private,"Total, all industries",524,3238,72055513,22254
25021,1992,70,Total Covered,"Total, all industries",16785,271952,8064687110,29655
25021,1992,71,Federal Government,"Total, all industries",35,2855,103875535,36385
25021,1992,71,State Government,"Total, all industries",18,5668,161267024,28452
25021,1992,71,Local Government,"Total, all industries",292,20912,639132033,30564
25021,1992,71,Private,"Total, all industries",16440,242517,7160412518,29525
25023,1992,70,Total Covered,"Total, all industries",9610,132051,3343773702,25322
25023,1992,71,Federal Government,"Total, all industries",47,4120,147636427,35835
25023,1992,71,State Government,"Total, all industries",14,3277,107139599,32699
25023,1992,71,Local Government,"Total, all industries",290,13835,410719954,29688
25023,1992,71,Private,"Total, all industries",9259,110820,2678277722,24168
25025,1992,70,Total Covered,"Total, all industries",17897,514847,18638022141,36201
25025,1992,71,Federal Government,"Total, all industries",60,16724,655419311,39190
25025,1992,71,State Government,"Total, all industries",49,44619,1489690790,33387
25025,1992,71,Local Government,"Total, all industries",67,29604,984933127,33270
25025,1992,71,Private,"Total, all industries",17722,423900,15507978913,36584
26001,1992,70,Total Covered,"Total, all industries",212,1311,21642970,16511
26001,1992,71,Federal Government,"Total, all industries",10,60,1425642,23927
26001,1992,71,Local Government,"Total, all industries",15,254,5718245,22476
26001,1992,71,Private,"Total, all industries",186,997,14499083,14545
26003,1992,70,Total Covered,"Total, all industries",238,2559,58351575,22800
26003,1992,71,Federal Government,"Total, all industries",6,62,1468848,23564
26003,1992,71,Private,"Total, all industries",212,1841,39045307,21206
26005,1992,70,Total Covered,"Total, all industries",1448,28436,674470457,23719
26005,1992,71,Federal Government,"Total, all industries",28,188,5618464,29859
26005,1992,71,Local Government,"Total, all industries",52,3419,75608350,22113
26005,1992,71,Private,"Total, all industries",1368,24829,593243643,23893
26007,1992,70,Total Covered,"Total, all industries",820,11458,241661391,21092
26007,1992,71,Federal Government,"Total, all industries",16,103,3275715,31855
26007,1992,71,Private,"Total, all industries",787,8929,184831832,20700
26009,1992,70,Total Covered,"Total, all industries",493,4418,80262678,18167
26009,1992,71,Federal Government,"Total, all industries",18,67,1821510,27391
26009,1992,71,Local Government,"Total, all industries",29,950,19772985,20814
26009,1992,71,Private,"Total, all industries",446,3402,58668183,17248
26011,1992,70,Total Covered,"Total, all industries",341,3800,65139638,17143
26011,1992,71,Federal Government,"Total, all industries",9,52,1256869,24055
26011,1992,71,Private,"Total, all industries",304,2923,42626581,14582
26013,1992,70,Total Covered,"Total, all industries",225,2342,39869561,17025
26013,1992,71,Federal Government,"Total, all industries",10,37,902763,24290
26013,1992,71,Private,"Total, all industries",200,1810,28661534,15839
26017,1992,70,Total Covered,"Total, all industries",2171,35752,835397608,23367
26017,1992,71,Federal Government,"Total, all industries",17,272,9328398,34296
26017,1992,71,Private,"Total, all industries",2119,30236,705633111,23338
26019,1992,70,Total Covered,"Total, all industries",349,2921,47760751,16349
26019,1992,71,Federal Government,"Total, all industries",11,33,930302,28120
26019,1992,71,Local Government,"Total, all industries",24,500,10487251,20978
26019,1992,71,Private,"Total, all industries",314,2388,36343198,15218
26021,1992,70,Total Covered,"Total, all industries",3511,63241,1480481007,23410
26021,1992,71,Federal Government,"Total, all industries",36,450,14267782,31724
26021,1992,71,Private,"Total, all industries",3392,55061,1284061206,23321
26029,1992,70,Total Covered,"Total, all industries",690,8160,178603202,21887
26029,1992,71,Federal Government,"Total, all industries",10,58,1785340,30650
26029,1992,71,Local Government,"Total, all industries",33,1309,29005016,22158
26029,1992,71,Private,"Total, all industries",647,6793,147812846,21760
26031,1992,70,Total Covered,"Total, all industries",840,6091,101462356,16657
26031,1992,71,Federal Government,"Total, all industries",12,55,1719025,31302
26031,1992,71,Local Government,"Total, all industries",33,899,18174010,20218
26031,1992,71,Private,"Total, all industries",795,5137,81569321,15877
26033,1992,70,Total Covered,"Total, all industries",852,11238,220301314,19604
26033,1992,71,Federal Government,"Total, all industries",32,372,9895534,26607
26033,1992,71,State Government,"Total, all industries",6,1633,57346841,35116
26033,1992,71,Local Government,"Total, all industries",37,1890,42826511,22666
26033,1992,71,Private,"Total, all industries",777,7343,110232428,15012
26041,1992,70,Total Covered,"Total, all industries",1028,13037,275481743,21131
26041,1992,71,Federal Government,"Total, all industries",22,247,7093967,28682
26041,1992,71,Private,"Total, all industries",974,11068,227524373,20556
26047,1992,70,Total Covered,"Total, all industries",1089,12887,252388225,19585
26047,1992,71,Federal Government,"Total, all industries",16,96,3026974,31558
26047,1992,71,Private,"Total, all industries",1034,11525,220180497,19105
26053,1992,70,Total Covered,"Total, all industries",478,5749,92036825,16009
26053,1992,71,Federal Government,"Total, all industries",16,177,4884004,27541
26053,1992,71,Local Government,"Total, all industries",23,1143,23198233,20296
26053,1992,71,Private,"Total, all industries",439,4429,63954588,14441
26055,1992,70,Total Covered,"Total, all industries",2551,36516,760289952,20821
